char,hex,count,id,snippet
蝴,U+8774,2,menu_dic_eg_cv_atom#2,服装、齐刘海和巨大的蝴蝶结，是状道与商军的兴趣
蝴,U+8774,2,menu_dic_eg_pk_miju_#0,蝴蝶结很可爱的、欧伊汁的侄
螃,U+8783,2,ev_gho_int_c10,四次元人：螃蟹也好！
螃,U+8783,2,ev_ending82#0,螃蟹也好。
蟹,U+87F9,2,ev_gho_int_c10,四次元人：螃蟹也好！
蟹,U+87F9,2,ev_ending82#0,螃蟹也好。
裕,U+88D5,2,ev_gho_cl_c25#1,连余裕都没有啊！
裕,U+88D5,2,general_49_l,似乎稍微有点余裕！
训,U+8BAD,2,eg_ev_lvid_ms2#0,卢比德：做了阵训，全部威力上升了。。
训,U+8BAD,2,d_fri_0011#1,抓住好好教训一顿。
讯,U+8BAF,2,ev_ending42#0,弗莱迪：而且这通讯是全世界
讯,U+8BAF,2,boss_atom_actmenu#2,来自地球的讯息
访,U+8BBF,2,dg_boss98_mes#0,？？？？你们再往前探访
访,U+8BBF,2,d_egg_ev02_07#0,蛋世界大王：我们寻访了各种各样的星
评,U+8BC4,2,menu_trump093#0,对评价（？）的
评,U+8BC4,2,ev_sun_st28#1,实在太受好评了
诊,U+8BCA,2,eg_we_drug_at2,诊察
诊,U+8BCA,2,d_dung_0191_4#2,老夫一并诊断！
谣,U+8C23,2,ev_gen_no499#3,鲁余：果然是谣言呢。。。
谣,U+8C23,2,d_sun_0017,喂，听说是谣言
谭,U+8C2D,2,menu_dic_462#0,来自《放浪冒险谭》的
谭,U+8C2D,2,menu_dic_501#0,来自《放浪冒险谭》的
谷,U+8C37,2,menu_mission_mon03b#0,谷已经消失了。
谷,U+8C37,2,f_mon_11#0,塞巴斯蒂安：在意的是那个谷！
赐,U+8D50,2,ev_solo_uematsu19#2,祈祷，在被赐予的预言之下
赐,U+8D50,2,d_wed_0014#1,眠姬大人就会赐下圣水！
践,U+8DF5,2,ev_end_pre04#1,美丽姿容被践踏者的怒火终于爆发。
践,U+8DF5,2,ev_end_pre12#1,美丽姿容被践踏者的怒火终于爆发。
蹬,U+8E6C,2,eg_pw_bari_ms2#0,巴里·蟾蜍激烈地蹬，
蹬,U+8E6C,2,eg_pw_bari_ms21#0,巴里·蟾蜍激烈地蹬，
辙,U+8F99,2,d_dung_0493#1,也就是说，我也没辙的啦！
辙,U+8F99,2,d_dung_0507#1,也就是说，我也没辙的啦！
辟,U+8F9F,2,f_mon_14_5#6,开辟道路的其他手段也找不到！
辟,U+8F9F,2,f_mon_14_7#1,开辟道路的其他手段也找不到！
迁,U+8FC1,2,d_dung_0697#1,迁到了这里！
迁,U+8FC1,2,d_dung_0698#1,把妖精迁了过来！
迅,U+8FC5,2,ev_ear_cl13#1,相关人员请迅速退避。
迅,U+8FC5,2,d_wed_0031#1,便能迅速走上解脱之路
迫,U+8FEB,2,ev_ear_bs10#1,没法强迫！
迫,U+8FEB,2,eg_bo_emtp_vo35#0,艾格妈妈：TYPE-0：迫不得已！
述,U+8FF0,2,boss_ata8_que_19#1,内容，也没有形谁力今被复述的占攻！
述,U+8FF0,2,dg_common_CanWarp_fst#7,当立于吾之名，以吾之名述说
逆,U+9006,2,eg_pw_isgn_vo2,：这就是摔角手小军的喜闘逆水平——。。
逆,U+9006,2,eg_pw_isgn_vo21#1,是用逆水平测力间的呢！
逐,U+9010,2,menu_dic_234#3,擅长：追逐梦想的
逐,U+9010,2,ev_gho_bs41,艾格妈妈：立即驱逐。
逝,U+901D,2,general_76_w,这胜利，总有一天也会消逝！
逝,U+901D,2,gameover_all24c#0,仿佛永恒的时间流逝，
钝,U+949D,2,menu_trump028#1,动作变得迟钝！
钝,U+949D,2,eg_du_zoud_d#1,对痛好像很钝感！
钧,U+94A7,2,f_fri_59,马蒂斯：千钧一发安全了！
钧,U+94A7,2,d_egg_ev09_06#1,传说蛋在千钧一发之际
铅,U+94C5,2,menu_dic_564#4,是铅笔的话！
铅,U+94C5,2,boss_ata8_que_15,中美合：读铅字就会平静下来？
铎,U+94CE,2,menu_dic_eg_du_jido#0,拥有吉铎里姆合金身体的、有能人间
铎,U+94CE,2,eg_du_jido_d,有能战士：吉铎里姆合金的身体连一道伤都
铭,U+94ED,2,ev_solo_disappear19#1,为座右铭侍奉殿下的人生！
铭,U+94ED,2,ev_solo_disappear19a#1,为座右铭侍奉殿下的人生！
锏,U+950F,2,sysmes_battle_command#4,杀手锏
锏,U+950F,2,menu_battle_help_mes4,孤注一掷的「杀手锏」攻击！
锣,U+9523,2,sysmes_sound_list#26,锣
锣,U+9523,2,menu_tutorial_mes20a,塞巴斯蒂安：那么，锣响之后战斗就开始的说。
間,U+9593,2,sysmes_battle_status#11,間
間,U+9593,2,sysmes_battle_status_enemy#11,間
闷,U+95F7,2,eg_bo_haru_vo1_5,春子：诶嘿哟别闷闷不乐哟春子加油4哟
隙,U+9699,2,menu_dic_eg_pk_pegg#2,那造气一把抓住人，抓准空隙体谁！
隙,U+9699,2,gho_f02,次元的缝隙
障,U+969C,2,eg_cv_mkai_ms31,妇：机械医生夫妇报告了故障！
障,U+969C,2,d_wed_0022#1,无论怎样的障碍
顽,U+987D,2,menu_dic_eg_cl_ugok#0,不动如山！总之是头顽固的猴子！
顽,U+987D,2,menu_dic_eg_cv_mugo#0,不动如山！总之是头顽固猴子的机械！
颂,U+9882,2,ev_c_call11#1,称颂友情的4作品
颂,U+9882,2,ev_c_call12#1,称颂友情的4作品
频,U+9891,2,menu_dic_eg_ms_popi#1,波宾科的大流行，这几年却频发了！
频,U+9891,2,gameover_h01#0,斯蒂安：嗯，果然有料成人频道
饱,U+9971,2,sysmes_sound_list#25,饱嗝
饱,U+9971,2,eg_ms_fbby_ms21#1,吃饱了，攻击上升了。。
饷,U+9977,2,ev_solo_settlement02#1,付给部队的军饷　波奇利
饷,U+9977,2,ev_solo_settlement02a#1,付给部队的军饷　波奇利
驭,U+9A6D,2,menu_dic_eg_le_excv#1,一直在找能驾驭自己的勇体，
驭,U+9A6D,2,menu_dic_eg_le_excv#2,不来用！不，失马！没有驾驭得了的人！
驼,U+9A7C,2,dg_common_tekken14,勇：骑着骆驼
驼,U+9A7C,2,dg_common_tekken15,勇：乐驼了！
骄,U+9A84,2,menu_dic_272#4,最大的骄傲！
骄,U+9A84,2,eg_cl_106_w#1,当成骄傲！
魄,U+9B44,2,ev_gho_int_a27#0,巴斯蒂安：这是男子汉的气魄的说
魄,U+9B44,2,ev_c_call28#1,剩下那一半的气魄。
鲭,U+9CAD,2,ev_october3#1,松茸和回游鲣鱼和松茸和鲭鱼和
鲭,U+9CAD,2,ev_solo_egg17#1,鲭鱼香水和硫磺会场的连和
鲷,U+9CB7,2,eg_du_taim_w,泰曼：鲷的鲷，说的就是这泰曼。
鸭,U+9E2D,2,ev_ending133,梅尔克里：巢鸭的拔刺地藏在叫吾哪！
鸭,U+9E2D,2,ev_march9#1,鱼翅和竹荪和鱼翅和北京鸭和
鸽,U+9E3D,2,eg_du_teng_ms2#0,小天狗：鸽子一副吃了气勇殿的生
鸽,U+9E3D,2,eg_du_teng_ms21#0,小天狗：鸽子一副吃了气勇殿的生
鹫,U+9E6B,2,dg_common_tekken26,勇：秃鹫在
鹫,U+9E6B,2,dg_common_tekken28,勇：秃鹫在
丸,U+4E38,3,eg_du_frkn_debug#0,福丸语音
丸,U+4E38,3,ev_june17#1,那就去丸井。
丸,U+4E38,3,ev_solo_inu44#1,不好玩，就在丸井买了超多
九,U+4E5D,3,gameover_pro18#0,长达十九年半的战争结束，
九,U+4E5D,3,ev_gen_no524#0,北九：军反出场挺有趣！
九,U+4E5D,3,ev_gen_no524#2,北九：工作除了书本，还有各种
云,U+4E91,3,menu_dic_316#6,兴趣特技：天丛云
云,U+4E91,3,eg_pw_116_ms1#0,豚悟空：体复出现的筋斗云轰隆轰隆！
云,U+4E91,3,eg_pw_116_vo1,豚悟空：轰吧。筋斗云——。
伫,U+4F2B,3,boss_eggboil_actmenu#0,静静伫立
伫,U+4F2B,3,eg_bo_egg_at3,静静伫立
伫,U+4F2B,3,eg_bo_egg_ms1,煮蛋：煮蛋静静伫立着！
佛,U+4F5B,3,gameover_all24c#0,仿佛永恒的时间流逝，
佛,U+4F5B,3,ev_mini_fri08#1,仿佛做了什么梦
佛,U+4F5B,3,ev_mini_fri10#1,仿佛做了什么梦！
侄,U+4F84,3,menu_dic_eg_ev_oiju#0,现在，侄女蛋怪梅汁
侄,U+4F84,3,menu_dic_eg_ev_oiju#2,写给侄女的土映队中，最近好像也
侄,U+4F84,3,menu_dic_eg_pk_miju_#0,蝴蝶结很可爱的、欧伊汁的侄女！
侦,U+4FA6,3,menu_tutorial_sun_01#0,塞巴斯蒂安：据侦察情报，
侦,U+4FA6,3,f_sun_01#0,塞巴斯蒂安：据侦察情报，
侦,U+4FA6,3,ev_mon_st47#1,侦察来的报告。
刨,U+5228,3,eg_ms_fbby_ms2,宝：霜之宝宝大口吃了高级刨冰。。
刨,U+5228,3,eg_ms_fbby_ms22#0,也请人吃了刨冰。
刨,U+5228,3,eg_ms_fbby_ms23#0,也请人吃了刨冰。
午,U+5348,3,menu_dic_30#6,兴趣特技：午饭有酸奶
午,U+5348,3,menu_trump122#0,假日午后真想
午,U+5348,3,ev_ear_st40#1,像在午睡了的说！
卑,U+5351,3,menu_dic_180#4,有点自卑！
卑,U+5351,3,ev_tue_st86,卡特莉·伊奈：多么卑劣的家伙啊。
卑,U+5351,3,f_ear_04,马蒂斯：比贾多还卑鄙的家伙。
叩,U+53E9,3,eg_ev_lucu_ms1#0,尔：卢丘费尔少中发生了明叩
叩,U+53E9,3,eg_ev_lucu_ms11#0,尔：卢丘费尔少中发生了明叩
叩,U+53E9,3,eg_le_ares_ms2,待分的剑，发生了中逃的明叩。
吟,U+541F,3,ev_gho_int_c15#1,靠反复吟咏才能感到冲击
吟,U+541F,3,ev_gen_no541#0,伊藤贤：浪漫沙加 吟游诗人之歌
吟,U+541F,3,d_dung_0509#2,听见那边在呻吟！
咽,U+54BD,3,eg_du_kure_at1,狼吞虎咽
咽,U+54BD,3,eg_du_kure_ms1,给我给我：狼吞虎咽地吃了。
咽,U+54BD,3,eg_du_kure_ms12,给我给我：狼吞虎咽地吃了。
售,U+552E,3,ev_ear_cl50,去年发售了FF十八-2！
售,U+552E,3,ev_ending122#1,从发售等到现在你以为过多久。？
售,U+552E,3,ev_gen_no541#1,2005年春发售。请多关照。。
啸,U+5578,3,eg_we_pppm_ms1,刺刺猪：鞭子呼啸着飞出来。
啸,U+5578,3,eg_we_pppm_ms12#0,刺刺猪：鞭子呼啸着飞出来。
啸,U+5578,3,eg_we_pppm_ms13#0,刺刺猪：鞭子呼啸着飞出来。
善,U+5584,3,menu_tutorial_mes10#1,妥善完成之后，
善,U+5584,3,ev_sun_st40,旁白：请务必善加利用。
善,U+5584,3,ev_gen_no542,善治：Pekitorame
喉,U+5589,3,eg_cl_otya_ms33,泡饭：大叔泡饭把汤汁卡在喉咙里，能力下降。
喉,U+5589,3,eg_we_momo_l,里斯：莫莫里斯把这次卡在喉咙里了！
喉,U+5589,3,d_wed_0030#1,只靠圣水润喉的觉悟
嘭,U+562D,3,eg_du_zoud_vo2,象大王：啪哦啪哦——肚子嘭嘭嘭。。
噫,U+566B,3,eg_du_batg_vo1,人：这明负收下了。打繰了噫——。。
噫,U+566B,3,eg_bo_aki_vo3_3,秋子：耶——噫。。
噫,U+566B,3,ev_comp_gen18,明松：噫。
囊,U+56CA,3,ev_ear_st66#1,把那窝囊的选择给结束掉。
囊,U+56CA,3,eg_bo_boil_vo81,四次元煮蛋：给尔等变成窝囊废4！
囊,U+56CA,3,d_dung_0392#1,星·浪漫那窝囊王族的我
圾,U+573E,3,menu_dic_34#6,兴趣特技：有垃圾的话
圾,U+573E,3,ev_thu_cl13#1,力量都会变成垃圾食品的。
圾,U+573E,3,eg_bo_motk_vo37,莫特·库蒙：垃圾食品最喜欢4。
坞,U+575E,3,ev_tue_st47#1,号称好莱坞金牌的那个？
坞,U+575E,3,ev_fri_pre02#2,德·奥马尔，驶入了无人船坞！
坞,U+575E,3,ev_c_call61#0,：现在，我呀以主角在好莱坞
垃,U+5783,3,menu_dic_34#6,兴趣特技：有垃圾的话
垃,U+5783,3,ev_thu_cl13#1,力量都会变成垃圾食品的。
垃,U+5783,3,eg_bo_motk_vo37,莫特·库蒙：垃圾食品最喜欢4。
垢,U+57A2,3,eg_ev_gera_ms1,盖拉斯：盖拉斯用积满垢的爪挠了。
垢,U+57A2,3,eg_ev_gera_ms12#0,盖拉斯：被盖拉斯积满垢的爪挠到，
垢,U+57A2,3,eg_ev_gera_ms13#0,盖拉斯：被盖拉斯积满垢的爪挠到，
垫,U+57AB,3,ev_solo_inu42#1,先垫上行吗？
垫,U+57AB,3,ev_solo_inu43#2,先垫上？
垫,U+57AB,3,ev_solo_inu45#2,那个先垫上？
埃,U+57C3,3,menu_dic_273#6,兴趣特技：埃克纳部队！
埃,U+57C3,3,menu_dic_eg_ev_deat#2,为了不忘，定期嘀咕着「尼埃本诺」！
埃,U+57C3,3,ev_gen_no543,埃纳尔克：俺是好人！
培,U+57F9,3,ev_ending141#2,和鲑鱼子和河豚全餐再加堂培里雍
培,U+57F9,3,ev_end_pre19#2,牛小排和极上西冷，再来唐培里侬呀
培,U+57F9,3,ev_march9#2,鱼翅和燕窝，还有鱼翅和唐培里侬呀
塌,U+584C,3,menu_dic_eg_cl_akem#0,地面坍塌以外的剑术没他出场的份，
塌,U+584C,3,eg_ev_cand_d,蜡滴：蜡软塌塌地垂下来。
墨,U+58A8,3,menu_dic_251#7,赫耳墨斯大人！
墨,U+58A8,3,eg_cl_hade_vo27,派手斯：这乌贼墨。真乌贼。
墨,U+58A8,3,eg_le_oden_d,奥炖：墨稍微漏出来了。
壮,U+58EE,3,menu_monthly_hensei_power#1,尽是些强壮的蛋怪的说！
壮,U+58EE,3,ev_thu_st06#2,笑着壮胆才是最好的。
壮,U+58EE,3,eg_ms_kken_w#1,健壮男子汉呢
奔,U+5954,3,menu_dic_eg_we_drug#1,为她奔过饮道投世的战士，德拉贡
奔,U+5954,3,ev_sun_st71#0,塞巴斯蒂安：亲自奔赴战场，守护国家。
奔,U+5954,3,f_sun_30#0,塞巴斯蒂安：我们奔赴战场的时候
妒,U+5992,3,menu_dic_eg_du_dkef#2,与其说是怨恨，不如说是嫉妒！
妒,U+5992,3,ev_thu_cl78#2,稍微有点嫉妒了吗？
妒,U+5992,3,ev_mon_pre02#1,战局，与卡特莉·伊奈的嫉妒。
姑,U+59D1,3,ev_march25#0,卡特莉·伊努：姑且收下！
姑,U+59D1,3,ev_spring5a,的能力姑且恢复了。
姑,U+59D1,3,d_dung_0777#1,当时可是水灵灵的姑娘！
嫉,U+5AC9,3,menu_dic_eg_du_dkef#2,，与其说是怨恨，不如说是嫉妒！
嫉,U+5AC9,3,ev_thu_cl78#2,稍微有点嫉妒了吗？
嫉,U+5AC9,3,ev_mon_pre02#1,的战局，与卡特莉·伊奈的嫉妒。
孵,U+5B75,3,eg_ms_popi_ms1#0,波宾科：波宾科的蛋一齐孵化了。
孵,U+5B75,3,eg_ms_popi_ms3ms#0,波宾科：波宾科的蛋偏着孵化了。
孵,U+5B75,3,eg_ms_popi_ms3os#0,波宾科：波宾科的蛋偏着孵化了。
尚,U+5C1A,3,memcard_format_ask#1,尚未格式化！
尚,U+5C1A,3,sysmes_battle_menu#5,尚未配置蛋怪
尚,U+5C1A,3,eg_cv_bari_vo3#0,巴里佐贡：时尚品味也没有钱，也没有恋人
岩,U+5CA9,3,eg_pw_rddr_at2,岩浆吐息
岩,U+5CA9,3,eg_pw_rddr_ms2,红龙：岩浆之炎把人吞进去了。
岩,U+5CA9,3,eg_pw_rddr_ms21,红龙：岩浆之炎把人吞进去了。
巅,U+5DC5,3,eg_pw_moon_at3,巅峰塑造
巅,U+5DC5,3,eg_pw_moon_r2#1,新招·巅峰塑造记住了。。
巅,U+5DC5,3,eg_pw_full_at3,巅峰塑造
川,U+5DDD,3,ev_solo_uematsu22#6,4田川
川,U+5DDD,3,ev_gen_no509#0,川托琳：结婚前真好啊！钱能
川,U+5DDD,3,ev_gen_no509#1,川托琳：好想加薪零花钱啊…
庞,U+5E9E,3,ev_gho_prepre04#1,那庞大的身影，简直像一头鲸。
庞,U+5E9E,3,ev_gho_prepre07#0,弗莱迪：俺那庞大的数据库里
庞,U+5E9E,3,ev_march42#1,传闻是庞大得不得了的敌号星哪！
廊,U+5ECA,3,wed_f03,回廊
廊,U+5ECA,3,wed_f03_help#1,心成回廊的地
廊,U+5ECA,3,d_fri_0006#0,这种长走廊的尽头
弊,U+5F0A,3,ev_tue_int04#1,将军们也疲弊了！
弊,U+5F0A,3,ev_solo_ken26#1,的是作弊。
弊,U+5F0A,3,ev_solo_ken28#1,说作弊的话，哪里不对
征,U+5F81,3,menu_dic_122#4,一起征服世界。
征,U+5F81,3,menu_dic_160#4,征服着世界！
征,U+5F81,3,d_sun_0069#1,征服全宇宙的
律,U+5F8B,3,eg_we_srma_at2,？站的旋律
律,U+5F8B,3,ev_solo_uematsu15#13,战栗的旋律
律,U+5F8B,3,ev_solo_uematsu15a#13,战栗的旋律
惩,U+60E9,3,ev_thu_cl44#2,那是对吾所造成的今日的惩罚，吾做好了觉悟！
惩,U+60E9,3,eg_du_tmse_vo11#4,透明战队：黑黑惩罚。
惩,U+60E9,3,eg_ms_kken_vo31#0,克拉肯：惩罚的时间到了！
扛,U+625B,3,menu_dic_37#6,兴趣特技：这张脸能扛事
扛,U+625B,3,menu_dic_eg_du_elf#1,把村里大家的期待一肩扛上，在人的脸之下战斗！
扛,U+625B,3,ev_wed_bs19#1,连超越种族的力量也扛住之时
拆,U+62C6,3,menu_dic_eg_we_ttya#1,如今从电视映那儿，拆段子的邀约复了！
拆,U+62C6,3,menu_dic_eg_we_ttya#2,总之从使踊的地方拆起，能撑到何时呢！
拆,U+62C6,3,eg_cv_bari_at1,拆穿
拌,U+62CC,3,ev_march3#1,稍微失手，豆瓣酱和拌海胆
拌,U+62CC,3,ev_solo_atashi18#1,韭菜大蒜鸡蛋拌鲜奶油哟呀
拌,U+62CC,3,ev_solo_inu36#0,莉·伊努：超简单，米饭也拌进去好了！
挪,U+632A,3,catori_tutorial#5,就能连星球一起挪到各种据点去的说！
挪,U+632A,3,eg_pw_nymp_ms123,宁芙把目光挪开了。
挪,U+632A,3,eg_pw_nymp_ms124,宁芙把目光挪开了。
挽,U+633D,3,ev_ending35#0,总统：对你们做了无法挽回的事！
挽,U+633D,3,ev_colosseum54#1,环境已恶化到无法挽回的惨状！
挽,U+633D,3,ev_colosseum83#1,环境已恶化到无法挽回的惨状！
掳,U+63B3,3,menu_trump007#1,掳走一名部队成员！
掳,U+63B3,3,ev_tue_st81#2,掳走了。
掳,U+63B3,3,trump_kyatoru_ms#1,把人掳走了！
摘,U+6458,3,menu_dic_eg_pk_yayo#2,——摘自蛋怪婚礼策划人——
摘,U+6458,3,ev_mon_cl27#1,戴上又摘下的！
摘,U+6458,3,ev_solo_atashi6#1,到下辈子都不会摘下来要戴着呀。
政,U+653F,3,ev_plo_test#10,作为摄政在说话！
政,U+653F,3,ev_ending32#1,从整备中发生的、军部政变
政,U+653F,3,ev_march16#1,操心星球财政赤字，作为女王
旺,U+65FA,3,ev_sun_st68#2,已经燃烧得比怪陨石还旺了啦
旺,U+65FA,3,ev_mon_st18#2,才把战斗精神烧得这么旺
旺,U+65FA,3,d_dung_0027#0,旺：俺总有一天要入手自己的
昂,U+6602,3,ev_gho_int_b34#0,四次元人：帕昂。居然
昂,U+6602,3,d_dung_0020#0,莱昂哈特：俺
昂,U+6602,3,d_dung_0021#0,莱昂哈特：可是，为了和平
杂,U+6742,3,menu_dic_108#6,兴趣特技：杂活什么都干
杂,U+6742,3,dg_boss99_1_mes#0,？？？？憎恶复仇复杂的心
杂,U+6742,3,d_dung_0271#1,构造非常复杂！
杖,U+6756,3,eg_du_skdr_at1,用手杖打
杖,U+6756,3,eg_we_ebis_at3,闪耀惠比杖
杖,U+6756,3,eg_we_ebis_r#1,新招·闪耀惠比杖记住了。。
柯,U+67EF,3,eg_ms_tiky_vo2#1,地球人：伊格柯泰尔。
柯,U+67EF,3,eg_ms_tiky_vo2_man#1,地球酱：地球人：伊格柯泰尔。
柯,U+67EF,3,eg_ms_tiky_vo2_woman#1,地球酱：地球人：伊格柯泰尔。
棘,U+68D8,3,menu_mission_mon04b#0,攻陷从荆棘中出现的
棘,U+68D8,3,eg_du_skdr_d,龙：对日常的年轻人，感到棘手。
棘,U+68D8,3,eg_we_pppm_at1,荆棘鞭
椅,U+6905,3,eg_cv_yata_at2,椅子导弹
椅,U+6905,3,eg_cv_yata_ms2,屋台达：事小的椅子飞出去了。
椅,U+6905,3,eg_cv_yata_vo2,屋台达：屋台达。椅子导弹射。。
榴,U+69B4,3,eg_pw_boka_at3,榴弹加农
榴,U+69B4,3,eg_pw_boka_r2#1,新招·榴弹加农记住了。。
榴,U+69B4,3,ev_solo_atashi30#1,鱼翅和榴莲的万魔殿风
橙,U+6A59,3,menu_tutorial_mes18#1,橙色的计量条里可以操作确认
橙,U+6A59,3,ev_thu_cl08#0,雅：净喝血橙汁
橙,U+6A59,3,ev_ending131,彭普蒂：地球的血橙汁怎么样？
欣,U+6B23,3,ev_mon_st53#1,心怀归来、欣然把人送上战场
欣,U+6B23,3,ev_gho_cl_a59#1,啊，诸位啊愿化为梦。。请欣赏！
欣,U+6B23,3,ev_colosseum99#0,女主播：以上，承蒙欣赏的
殊,U+6B8A,3,menu_trump_special_category#0,特殊类王牌！能造成状态
殊,U+6B8A,3,menu_tutorial_mes12#0,分成装备、攻击、回复、特殊
殊,U+6B8A,3,d_dung_0200_2#1,好像是特殊成长的类型！
沃,U+6C83,3,eg_bo_atom_vo35,沃尔夫冈豹二世再见。
沃,U+6C83,3,ev_gen_no519#0,赤沃：去开发军真可疑啊！
沃,U+6C83,3,ev_gen_no519#1,赤沃：咦？人和地方说白了？？
浓,U+6D53,3,eg_du_cofe_at2,浓缩咖啡
浓,U+6D53,3,eg_du_cofe_ms2#0,咖啡节拍：喝了浓缩咖啡挑立着！
浓,U+6D53,3,eg_du_cofe_ms21#0,咖啡节拍：喝了浓缩咖啡挑立着！
浮,U+6D6E,3,f_mon_19#2,也就是浮游生物对爱因斯坦。
浮,U+6D6E,3,eg_ev_amon_d,阿蒙：阿蒙浮出上。。
浮,U+6D6E,3,eg_ms_mand_d,曼德拉草：曼德拉草正浮现着如梦的笑脸！
涅,U+6D85,3,menu_dic_272#6,兴趣特技：卡斯塔涅部队
涅,U+6D85,3,ev_gen_no530#0,皮亚皮亚涅：大家好。各位还好吗？
涅,U+6D85,3,ev_gen_no530#1,皮亚皮亚涅：恍惚着对不起！
润,U+6DA6,3,ev_solo_egg6#0,卡特莉·伊奈：滋润干渴心灵
润,U+6DA6,3,dg_telop_08#0,——湿润合现的优初
润,U+6DA6,3,d_wed_0030#1,只靠圣水润喉的觉悟
淇,U+6DC7,3,eg_we_bdhm_d,台达势大知：从甜筒上把冰淇淋弄掉了。
淇,U+6DC7,3,eg_we_bdhm_ms1#1,无数冰淇淋被复出来了。。。
淇,U+6DC7,3,eg_we_bdhm_ms32#0,：屋台达势大知把惑」的冰淇淋
添,U+6DFB,3,menu_dic_342#1,给我的人生添了熟！
添,U+6DFB,3,ev_spring10,卡特莉·伊努：少添乱！
添,U+6DFB,3,dg_tutorial01_5#4,再添多余的尸体！
渴,U+6E34,3,ev_wed_st08#1,口渴了
渴,U+6E34,3,general_70_w,好渴啊！
渴,U+6E34,3,ev_solo_egg6#0,卡特莉·伊奈：滋润干渴心灵
溃,U+6E83,3,menu_tutorial_mes20#1,打倒队长，敌方就会一举溃败的说。
溃,U+6E83,3,test_gameover05#1,梦见阿尔玛之月军被敌军击溃
溃,U+6E83,3,eg_bo_aki_vo1_4#1,（冲击的事实。四次元军溃灭的原因，是萨布罗。。。
漠,U+6F20,3,menu_dic_eg_du_sand#0,起来的东西不太感兴趣的沙漠原人沙虫！
漠,U+6F20,3,eg_du_sand_at2,偷懒沙漠
漠,U+6F20,3,ev_solo_egg5#0,卡特莉·伊奈：心是沙漠的情报社会
炎,U+708E,3,ev_tue_cl44#0,：好，用藏在心里的灵魂之炎
炎,U+708E,3,eg_pw_rddr_ms2,红龙：岩浆之炎把人吞进去了。
炎,U+708E,3,eg_pw_rddr_ms21,红龙：岩浆之炎把人吞进去了。
烤,U+70E4,3,menu_dic_eg_du_ifrt#2,界强的星消里分低怪火、去烤，才是料理的诀窍！
烤,U+70E4,3,ev_end_pre15#1,我呀，想吃烤肉呀
烤,U+70E4,3,trump_kusukan_tk,为了这一天吃了很多烤红薯。
狙,U+72D9,3,eg_pk_156_at3,狙击
狙,U+72D9,3,eg_pk_156_r#1,新招·狙击记住了。。
狙,U+72D9,3,trump_pikkarin_tk,把肚脐藏好。会被狙哦。
玻,U+73BB,3,sysmes_sound_list#22,玻璃
玻,U+73BB,3,menu_trump125#0,玻璃杯里的
玻,U+73BB,3,menu_trump132#0,脏玻璃杯里
璃,U+7483,3,sysmes_sound_list#22,玻璃
璃,U+7483,3,menu_trump125#0,玻璃杯里的
璃,U+7483,3,menu_trump132#0,脏玻璃杯里
皂,U+7682,3,eg_we_buby_at3,奶油皂
皂,U+7682,3,eg_we_buby_l#1,一颗肥皂泡飞到不知哪儿去了！
皂,U+7682,3,eg_we_buby_r2#1,新招·奶油皂记住了。。
盆,U+76C6,3,okunote_meru_ms,的头上掉下来了木盆！
盆,U+76C6,3,okunote_meru_tk,：嗯！出来了哦！是待激木盆哪。
盆,U+76C6,3,ev_solo_caution14#6,盂兰盆
盘,U+76D8,3,menu_dic_309#6,兴趣特技：这盘录像带
盘,U+76D8,3,menu_dic_eg_ms_hfdr#2,盘算着有朝一日把红龙的上半
盘,U+76D8,3,ev_fri_st24#0,特莉·伊奈：数字电视、硬盘录像机
瞪,U+77AA,3,eg_ev_jjdv_ms3#0,动服恶魔：运动服恶魔狠狠瞪了一眼。
瞪,U+77AA,3,eg_ev_jjdv_ms31#0,动服恶魔：运动服恶魔狠狠瞪了一眼。
瞪,U+77AA,3,eg_ev_jjdv_ms32,动服恶魔：运动服恶魔狠狠瞪了一眼。
矗,U+77D7,3,fri_f03_help#1,无人的况入矗立着
矗,U+77D7,3,tue_f03_help#0,从前矗在：的连之上
矗,U+77D7,3,ev_gho_pla02,弗莱迪：简直是矗立着的一坨啊。
砰,U+7830,3,eg_du_bobo_vo1_3,勃勃鸟：呼呼砰。呼砰。
砰,U+7830,3,okunote_yoiko_tk#0,咚咔。啪唧。砰。咯嘣咯嘣。哗。
碾,U+78BE,3,eg_pw_roll_ms1#0,压路杀手：压路杀手一边碾，
碾,U+78BE,3,eg_pw_roll_ms2,压路杀手：以疼痛的份，用碾压在界效报了仇。
碾,U+78BE,3,okunote_park_ms,被过山车碾了……
祓,U+7953,3,menu_dic_eg_cl_lamp#0,靠给蛋做祓除来维持生计！
祓,U+7953,3,eg_cl_lamp_at3,祓除
祓,U+7953,3,eg_cl_lamp_r2#1,新招·祓除记住了。。
秃,U+79C3,3,eg_cl_hade_vo11,派手斯：秃的斯明
秃,U+79C3,3,dg_common_tekken26,勇：秃鹫在
秃,U+79C3,3,dg_common_tekken28,勇：秃鹫在
竹,U+7AF9,3,menu_dic_eg_le_ares#2,连竹荚鱼的早作卸也掌握了的他
竹,U+7AF9,3,menu_dic_eg_we_brav#1,在那儿和青梅竹马的心（9岁）揺喜，终于
竹,U+7AF9,3,ev_march9#1,鱼翅和竹荪和鱼翅和北京鸭和
笔,U+7B14,3,menu_dic_113#7,一大笔钱！
